dataset,experiment,x_label,x_value,n_e,n_c,capacity,profile_size,initial_assignment,iteration_number,seed,method,total_rank_improvement,execution_time,peak_memory_mb,cycle_count
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,10,180133,W-TTC,1924,0.055470361,0.485412598,151
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,10,180133,ReACT-TTC,1830,0.049442342,1.226539612,118
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,10,180133,TTC,1355,0.047516111,1.147872925,32
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,1,190124,W-TTC,2217,0.088076165,0.5173769,155
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,1,190124,ReACT-TTC,2126,0.058667351,1.457305908,105
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,1,190124,TTC,1537,0.048492458,1.392951965,38
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,2,190125,W-TTC,2138,0.08700143,0.45311451,150
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,2,190125,ReACT-TTC,2054,0.053495232,1.460693359,139
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,2,190125,TTC,1490,0.041564363,1.380729675,29
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,3,190126,W-TTC,2334,0.104149986,0.519487381,149
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,3,190126,ReACT-TTC,2259,0.043017432,1.455444336,95
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,3,190126,TTC,1473,0.065651152,1.3802948,28
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,4,190127,W-TTC,2314,0.090882802,0.503547668,147
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,4,190127,ReACT-TTC,2209,0.050054562,1.469871521,103
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,4,190127,TTC,1493,0.056491518,1.393478394,26
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,5,190128,W-TTC,2094,0.115687136,0.476335526,144
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,5,190128,ReACT-TTC,1993,0.043636144,1.4582901,104
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,5,190128,TTC,1474,0.044252438,1.392204285,28
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,6,190129,W-TTC,2403,0.087300588,0.599932671,139
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,6,190129,ReACT-TTC,2294,0.059595399,1.469017029,104
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,6,190129,TTC,1686,0.052746056,1.384544373,24
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,7,190130,W-TTC,2259,0.06911508,0.518064499,177
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,7,190130,ReACT-TTC,2177,0.055203666,1.442596436,94
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,7,190130,TTC,1405,0.049585755,1.385498047,22
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,8,190131,W-TTC,2083,0.094363844,0.531367302,141
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,8,190131,ReACT-TTC,1981,0.058392304,1.463340759,91
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,8,190131,TTC,1445,0.051970387,1.391471863,23
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,9,190132,W-TTC,2065,0.077039617,0.59899044,126
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,9,190132,ReACT-TTC,1954,0.071619324,1.463798523,101
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,9,190132,TTC,1343,0.05287078,1.404762268,68
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,10,190133,W-TTC,2176,0.095370342,0.586931229,156
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,10,190133,ReACT-TTC,2077,0.046596213,1.463104248,103
combined_data_jd200_1.csv,varying_cp,Total Charging Points,90,100,90,2,2,random,10,190133,TTC,1541,0.045705592,1.386108398,29
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,1,200124,W-TTC,2575,0.093052599,0.596895218,160
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,1,200124,ReACT-TTC,2508,0.049772119,1.59941864,106
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,1,200124,TTC,1807,0.050900663,1.495513916,25
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,2,200125,W-TTC,2540,0.11781969,0.554107666,141
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,2,200125,ReACT-TTC,2436,0.058024233,1.577323914,105
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,2,200125,TTC,1718,0.04626182,1.502433777,18
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,3,200126,W-TTC,2393,0.112337459,0.550127983,171
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,3,200126,ReACT-TTC,2327,0.05278809,1.588150024,102
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,3,200126,TTC,1624,0.049547126,1.504119873,34
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,4,200127,W-TTC,2665,0.10643666,0.647769928,143
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,4,200127,ReACT-TTC,2601,0.053065804,1.588569641,101
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,4,200127,TTC,1811,0.054404315,1.502937317,37
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,5,200128,W-TTC,2416,0.090205263,0.617316246,140
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,5,200128,ReACT-TTC,2337,0.069426556,1.596725464,103
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,5,200128,TTC,1682,0.049463688,1.497177124,30
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,6,200129,W-TTC,2547,0.132112044,0.63078022,146
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,6,200129,ReACT-TTC,2467,0.065644071,1.570518494,116
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,6,200129,TTC,1794,0.048074975,1.495498657,31
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,7,200130,W-TTC,2364,0.123053382,0.516301155,155
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,7,200130,ReACT-TTC,2290,0.047862216,1.586204529,125
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,7,200130,TTC,1548,0.051234072,1.490226746,24
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,8,200131,W-TTC,2269,0.123419643,0.561540604,137
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,8,200131,ReACT-TTC,2175,0.057171858,1.586364746,102
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,8,200131,TTC,1666,0.044078637,1.500946045,26
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,9,200132,W-TTC,2160,0.116184581,0.475028992,147
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,9,200132,ReACT-TTC,2091,0.049338874,1.563682556,93
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,9,200132,TTC,1331,0.053168651,1.485351563,21
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,10,200133,W-TTC,2421,0.095350144,0.502349854,163
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,10,200133,ReACT-TTC,2322,0.052524312,1.577629089,101
combined_data_jd200_1.csv,varying_cp,Total Charging Points,100,100,100,2,2,random,10,200133,TTC,1518,0.05324439,1.49937439,29
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,1,201124,W-TTC,1974,0.038623158,0.326694489,130
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,1,201124,ReACT-TTC,1700,0.05160583,1.495689392,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,1,201124,TTC,1700,0.046332417,1.494689941,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,2,201125,W-TTC,2067,0.040541492,0.430109978,115
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,2,201125,ReACT-TTC,1803,0.051840191,1.497955322,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,2,201125,TTC,1803,0.044388489,1.497261047,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,3,201126,W-TTC,2357,0.032980347,0.394675255,116
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,3,201126,ReACT-TTC,1859,0.053870945,1.494789124,19
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,3,201126,TTC,1859,0.046830461,1.495117188,19
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,4,201127,W-TTC,2081,0.034580268,0.366959572,119
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,4,201127,ReACT-TTC,1580,0.062113569,1.489677429,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,4,201127,TTC,1580,0.053400653,1.4896698,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,5,201128,W-TTC,2096,0.032721665,0.359137535,121
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,5,201128,ReACT-TTC,1743,0.04784125,1.495727539,14
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,5,201128,TTC,1743,0.043207978,1.494941711,14
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,6,201129,W-TTC,1977,0.038390399,0.43923378,115
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,6,201129,ReACT-TTC,1709,0.05354142,1.496063232,17
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,6,201129,TTC,1709,0.047974206,1.496025085,17
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,7,201130,W-TTC,1931,0.042393775,0.370967865,123
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,7,201130,ReACT-TTC,1705,0.064136354,1.492019653,16
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,7,201130,TTC,1705,0.051664905,1.492523193,16
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,8,201131,W-TTC,1810,0.047202095,0.355969429,134
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,8,201131,ReACT-TTC,1553,0.056466177,1.494796753,17
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,8,201131,TTC,1553,0.053306384,1.494102478,17
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,9,201132,W-TTC,2001,0.035792472,0.410430908,119
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,9,201132,ReACT-TTC,1601,0.045211429,1.495269775,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,9,201132,TTC,1601,0.040162588,1.49420929,15
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,10,201133,W-TTC,2203,0.038734891,0.44116497,120
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,10,201133,ReACT-TTC,1848,0.047408127,1.496292114,16
combined_data_jd200_1.csv,varying_capacity,Capacity,1,100,100,1,2,random,10,201133,TTC,1848,0.042016724,1.495887756,16
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,1,202124,W-TTC,2362,0.137180287,0.494945526,146
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,1,202124,ReACT-TTC,2291,0.059268779,1.571403503,103
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,1,202124,TTC,1706,0.041555427,1.493003845,21
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,2,202125,W-TTC,2390,0.09108999,0.642186165,132
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,2,202125,ReACT-TTC,2306,0.054489435,1.582382202,114
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,2,202125,TTC,1648,0.053033025,1.495101929,26
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,3,202126,W-TTC,2590,0.11736472,0.508270264,161
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,3,202126,ReACT-TTC,2498,0.071110966,1.599525452,107
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,3,202126,TTC,1636,0.060292125,1.497238159,28
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,4,202127,W-TTC,2461,0.148535101,0.517621994,132
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,4,202127,ReACT-TTC,2386,0.057858736,1.598587036,105
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,4,202127,TTC,1514,0.07085594,1.49230957,25
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,5,202128,W-TTC,2358,0.127741046,0.552114487,144
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,5,202128,ReACT-TTC,2286,0.06190892,1.600212097,106
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,5,202128,TTC,1292,0.070401208,1.494613647,28
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,6,202129,W-TTC,2510,0.11661367,0.552061081,144
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,6,202129,ReACT-TTC,2439,0.055285879,1.585151672,101
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,6,202129,TTC,1745,0.053406011,1.472953796,22
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,7,202130,W-TTC,2376,0.09920645,0.63168335,124
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,7,202130,ReACT-TTC,2299,0.047082908,1.581718445,101
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,7,202130,TTC,1615,0.04478998,1.498542786,27
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,8,202131,W-TTC,2582,0.103343411,0.516536713,175
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,8,202131,ReACT-TTC,2499,0.051986519,1.597869873,109
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,8,202131,TTC,1603,0.065731427,1.473304749,19
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,9,202132,W-TTC,2344,0.10497811,0.542146683,163
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,9,202132,ReACT-TTC,2268,0.061949207,1.576126099,90
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,9,202132,TTC,1447,0.061520532,1.491256714,19
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,10,202133,W-TTC,2361,0.096306023,0.488426208,190
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,10,202133,ReACT-TTC,2280,0.046553592,1.597480774,113
combined_data_jd200_1.csv,varying_capacity,Capacity,2,100,100,2,2,random,10,202133,TTC,1629,0.054378301,1.493713379,23
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,1,205124,W-TTC,2301,1.866712447,1.07800293,232
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,1,205124,ReACT-TTC,2301,0.711141171,1.936645508,214
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,1,205124,TTC,1648,0.048931865,1.49356842,36
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,2,205125,W-TTC,2208,2.118195667,1.070343018,320
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,2,205125,ReACT-TTC,2204,0.647233719,1.885040283,197
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,2,205125,TTC,1518,0.048556893,1.513946533,74
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,3,205126,W-TTC,2311,1.98448185,1.067321777,389
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,3,205126,ReACT-TTC,2308,0.589324224,1.895889282,189
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,3,205126,TTC,1564,0.055853061,1.505737305,31
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,4,205127,W-TTC,2315,1.849461621,1.038208008,200
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,4,205127,ReACT-TTC,2315,0.572340486,1.88004303,212
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,4,205127,TTC,1653,0.049476732,1.475730896,26
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,5,205128,W-TTC,2552,1.979258764,1.180809021,210
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,5,205128,ReACT-TTC,2550,0.592097889,1.896331787,260
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,5,205128,TTC,1864,0.047668674,1.485740662,35
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,6,205129,W-TTC,2340,1.878798358,1.115386963,215
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,6,205129,ReACT-TTC,2340,0.578823316,1.888000488,210
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,6,205129,TTC,1517,0.055548135,1.49508667,31
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,7,205130,W-TTC,2355,1.940994192,1.082740784,242
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,7,205130,ReACT-TTC,2350,0.675064537,1.915687561,246
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,7,205130,TTC,1513,0.068056422,1.474807739,28
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,8,205131,W-TTC,2402,2.134926047,1.099212646,242
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,8,205131,ReACT-TTC,2402,0.554940223,1.892524719,260
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,8,205131,TTC,1708,0.03787006,1.474220276,35
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,9,205132,W-TTC,2474,2.136256853,1.036247253,244
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,9,205132,ReACT-TTC,2470,0.691415442,1.944602966,221
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,9,205132,TTC,1678,0.050651256,1.499908447,47
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,10,205133,W-TTC,2381,1.8184235,1.073913574,400
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,10,205133,ReACT-TTC,2381,0.660310241,1.900474548,194
combined_data_jd200_1.csv,varying_capacity,Capacity,5,100,100,5,2,random,10,205133,TTC,1608,0.058583772,1.49256134,25
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,1,302124,W-TTC,2295,0.117405574,0.490531921,156
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,1,302124,ReACT-TTC,2207,0.055796292,1.576370239,91
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,1,302124,TTC,1504,0.046142784,1.492675781,25
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,2,302125,W-TTC,2473,0.081839407,0.516083717,157
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,2,302125,ReACT-TTC,2387,0.053658714,1.566627502,160
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,2,302125,TTC,1587,0.047313725,1.473266602,20
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,3,302126,W-TTC,2519,0.099388682,0.532948494,204
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,3,302126,ReACT-TTC,2445,0.05711875,1.579498291,98
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,3,302126,TTC,1712,0.051474634,1.491699219,23
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,4,302127,W-TTC,2356,0.097832026,0.530918121,149
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,4,302127,ReACT-TTC,2287,0.052009061,1.59929657,97
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,4,302127,TTC,1398,0.061812825,1.501754761,29
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,5,302128,W-TTC,2446,0.107188637,0.528907776,154
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,5,302128,ReACT-TTC,2374,0.059900535,1.595817566,106
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,5,302128,TTC,1726,0.048088354,1.49621582,26
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,6,302129,W-TTC,2654,0.081233268,0.674196243,133
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,6,302129,ReACT-TTC,2580,0.053715736,1.58719635,131
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,6,302129,TTC,1917,0.046122735,1.488700867,22
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,7,302130,W-TTC,2595,0.118620467,0.560642242,157
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,7,302130,ReACT-TTC,2496,0.057088556,1.576217651,104
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,7,302130,TTC,1721,0.055110191,1.505638123,28
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,8,302131,W-TTC,2446,0.112052116,0.662037849,143
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,8,302131,ReACT-TTC,2375,0.0587213,1.581474304,135
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,8,302131,TTC,1825,0.038646535,1.490058899,22
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,9,302132,W-TTC,2549,0.111143665,0.59752655,136
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,9,302132,ReACT-TTC,2478,0.052953546,1.587127686,95
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,9,302132,TTC,1807,0.054678095,1.493515015,27
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,10,302133,W-TTC,2434,0.090599394,0.474853516,148
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,10,302133,ReACT-TTC,2354,0.070414786,1.599006653,112
combined_data_jd200_1.csv,varying_profile_size,Profile Size,2,100,100,2,2,random,10,302133,TTC,1748,0.041752892,1.504447937,31
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,1,305124,W-TTC,950,0.255800537,0.835765839,110
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,1,305124,ReACT-TTC,652,0.052116621,0.770957947,90
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,1,305124,TTC,329,0.02748865,0.719154358,14
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,2,305125,W-TTC,962,0.248751249,0.804645538,101
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,2,305125,ReACT-TTC,704,0.060959194,0.770591736,100
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,2,305125,TTC,256,0.029208223,0.72177124,14
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,3,305126,W-TTC,981,0.259562527,0.843244553,106
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,3,305126,ReACT-TTC,757,0.050643037,0.771240234,93
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,3,305126,TTC,248,0.045441891,0.720405579,10
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,4,305127,W-TTC,1014,0.292573731,0.837103844,110
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,4,305127,ReACT-TTC,761,0.054844581,0.77771759,88
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,4,305127,TTC,247,0.026608873,0.688552856,10
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,5,305128,W-TTC,939,0.205331603,0.805340767,112
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,5,305128,ReACT-TTC,676,0.055633115,0.773429871,79
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,5,305128,TTC,197,0.036997074,0.698524475,15
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,6,305129,W-TTC,1011,0.252691494,0.874585152,105
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,6,305129,ReACT-TTC,788,0.067133855,0.776763916,73
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,6,305129,TTC,311,0.03348162,0.72077179,18
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,7,305130,W-TTC,978,0.17293052,0.817792892,116
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,7,305130,ReACT-TTC,767,0.04644124,0.760269165,78
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,7,305130,TTC,290,0.032905618,0.714179993,13
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,8,305131,W-TTC,931,0.222592633,0.857214928,101
combined_data_jd200_1.csv,varying_profile_size,Profile Size,5,100,100,2,5,random,8,305131,ReACT-TTC,641,0.047689046,0.776237488,83
